Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Adaptive Differential Pulse-Code Modulation,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,Daala,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,x264,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,x265,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,Tarkin,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,OpenH264,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,Schrodinger,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,OpenAVS,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,libvpx,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,libtheora,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,Lagarith,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,Huffyuv,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,Kvazaar,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,HomerHEVC,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,FFmpeg Codecs,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,dirac-research,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Video Codecs,Xvid,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Text Codecs,Kate,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Text Codecs,Writ,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Aften,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,libgsm,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,libvorbis,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Musepack,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,OpenAVS,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,opencore-amr,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Speex,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Opus,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,TooLAME,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,TTA Codec,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,liba52,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,libdca,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,LAME,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Apple Lossless,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Bonk,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Constrained Energy Lapped Transform,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,dcaenc,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,FFmpeg,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Free Lossless Audio Codec,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Freeware Advanced Audio Coder,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Internet Low Bitrate Codec,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,Internet Speech Audio Codec,,,,
Information Technology,Tools / Technologies,Multimedia Related,Open Source Audio Codecs,WavPack,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,3G Videophone,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,Media player,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,MMS,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,MP3,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,MOST,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,MP3PRO,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,MPEG2,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,MPEG4,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,MPEG7,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,VoD,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,JPEG,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,HDMI,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,H.324,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,AAC,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,AC3,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,Audio processing,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,Audio Codecs,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,DSP,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,CAN,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,Camera,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,Dolby,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,DTS,,,,
Information Technology,Tools / Technologies,Multimedia Related,Multimedia protocols,WMA/WMV,,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Alpary,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,LOCO Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,MSU Lossless Video Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,PNG Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,ScreenPressor,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,SheerVideo,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Snow Lossless,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,TechSmith Screen Capture Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Ut Video,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,VMNC Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,VP9 by Google,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Zip Motion Block Video Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,LempelZivOberhumer,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Lagarith A,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Animation (qtrle),,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,ArithYuv,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,AVIzlib,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Blackmagic Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,CamStudio GZIP/LZO,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,FastCodec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Dirac Lossless,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,FFV1,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,H.264 Lossless,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,Huffyuv,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,JPEG 2000,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossless Video Compression,ZRLE Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossy Video Compression,Apple Intermediate Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossy Video Compression,On2 Technologies TrueMotion,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossy Video Compression,Pixlet,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossy Video Compression,Smacker video,,,
Information Technology,Tools / Technologies,Multimedia Related,Codecs - Video Compression Formats,Lossy Video Compression,RealVideo,,,
